"CNPJ","NOME_CONGLOMERADO","NOME_INSTITUICAO","TIPO_PARTICIPACAO","tipo","codigo"
0,"BB","BANCO DO BRASIL S.A.                                                                                                                                                                                    ","LIDER/HOLDING                                               ","conglomerados",49906
0,"BB","BANCO DO BRASIL S.A.                                                                                                                                                                                    ","LIDER/HOLDING                                               ","conglomerados",49906
0,"BB","BANCO DO BRASIL S.A.                                                                                                                                                                                    ","LIDER/HOLDING                                               ","conglomerados",49906
0,"BB","BANCO DO BRASIL S.A.                                                                                                                                                                                    ","LIDER/HOLDING                                               ","conglomerados",49906
0,"BB","BANCO DO BRASIL S.A.                                                                                                                                                                                    ","LIDER/HOLDING                                               ","conglomerados",49906
0,"BB","BANCO DO BRASIL S.A.                                                                                                                                                                                    ","LIDER/HOLDING                                               ","conglomerados",49906
43073394,"BB","BANCO NOSSA CAIXA S.A.                                                                                                                                                                                  ","PARTICIPANTE                                                ","conglomerados",49906
43073394,"BB","BANCO NOSSA CAIXA S.A.                                                                                                                                                                                  ","PARTICIPANTE                                                ","conglomerados",49906
43073394,"BB","BANCO NOSSA CAIXA S.A.                                                                                                                                                                                  ","PARTICIPANTE                                                ","conglomerados",49906
43073394,"BB","BANCO NOSSA CAIXA S.A.                                                                                                                                                                                  ","PARTICIPANTE                                                ","conglomerados",49906
43073394,"BB","BANCO NOSSA CAIXA S.A.                                                                                                                                                                                  ","PARTICIPANTE                                                ","conglomerados",49906
43073394,"BB","BANCO NOSSA CAIXA S.A.                                                                                                                                                                                  ","PARTICIPANTE                                                ","conglomerados",49906
6043050,"BB","BB ADMINISTRADORA DE CONSORCIOS S.A.                                                                                                                                                                    ","PARTICIPANTE                                                ","conglomerados",49906
6043050,"BB","BB ADMINISTRADORA DE CONSORCIOS S.A.                                                                                                                                                                    ","PARTICIPANTE                                                ","conglomerados",49906
6043050,"BB","BB ADMINISTRADORA DE CONSORCIOS S.A.                                                                                                                                                                    ","PARTICIPANTE                                                ","conglomerados",49906
6043050,"BB","BB ADMINISTRADORA DE CONSORCIOS S.A.                                                                                                                                                                    ","PARTICIPANTE                                                ","conglomerados",49906
6043050,"BB","BB ADMINISTRADORA DE CONSORCIOS S.A.                                                                                                                                                                    ","PARTICIPANTE                                                ","conglomerados",49906
6043050,"BB","BB ADMINISTRADORA DE CONSORCIOS S.A.                                                                                                                                                                    ","PARTICIPANTE                                                ","conglomerados",49906
30822936,"BB","BB GESTÃO DE RECURSOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",49906
30822936,"BB","BB GESTÃO DE RECURSOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",49906
30822936,"BB","BB GESTÃO DE RECURSOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",49906
30822936,"BB","BB GESTÃO DE RECURSOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",49906
30822936,"BB","BB GESTÃO DE RECURSOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",49906
30822936,"BB","BB GESTÃO DE RECURSOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",49906
24933830,"BB","BB-BANCO DE INVESTIMENTO S/A                                                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",49906
24933830,"BB","BB-BANCO DE INVESTIMENTO S/A                                                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",49906
24933830,"BB","BB-BANCO DE INVESTIMENTO S/A                                                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",49906
24933830,"BB","BB-BANCO DE INVESTIMENTO S/A                                                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",49906
24933830,"BB","BB-BANCO DE INVESTIMENTO S/A                                                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",49906
24933830,"BB","BB-BANCO DE INVESTIMENTO S/A                                                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",49906
31546476,"BB","BB-LEASING S/A ARRENDAMENTO MERCANTIL                                                                                                                                                                   ","PARTICIPANTE                                                ","conglomerados",49906
31546476,"BB","BB-LEASING S/A ARRENDAMENTO MERCANTIL                                                                                                                                                                   ","PARTICIPANTE                                                ","conglomerados",49906
31546476,"BB","BB-LEASING S/A ARRENDAMENTO MERCANTIL                                                                                                                                                                   ","PARTICIPANTE                                                ","conglomerados",49906
31546476,"BB","BB-LEASING S/A ARRENDAMENTO MERCANTIL                                                                                                                                                                   ","PARTICIPANTE                                                ","conglomerados",49906
31546476,"BB","BB-LEASING S/A ARRENDAMENTO MERCANTIL                                                                                                                                                                   ","PARTICIPANTE                                                ","conglomerados",49906
31546476,"BB","BB-LEASING S/A ARRENDAMENTO MERCANTIL                                                                                                                                                                   ","PARTICIPANTE                                                ","conglomerados",49906
82518523,"BB","BESC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA-BESCVAL                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",49906
82518523,"BB","BESC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA-BESCVAL                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",49906
82518523,"BB","BESC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA-BESCVAL                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",49906
82518523,"BB","BESC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA-BESCVAL                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",49906
82518523,"BB","BESC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA-BESCVAL                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",49906
82518523,"BB","BESC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA-BESCVAL                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",49906
15114366,"BBM","BANCO BBM S/A                                                                                                                                                                                           ","LIDER                                                       ","conglomerados",30207
15114366,"BBM","BANCO BBM S/A                                                                                                                                                                                           ","LIDER                                                       ","conglomerados",30207
15114366,"BBM","BANCO BBM S/A                                                                                                                                                                                           ","LIDER                                                       ","conglomerados",30207
15114366,"BBM","BANCO BBM S/A                                                                                                                                                                                           ","LIDER                                                       ","conglomerados",30207
2276653,"BBM","BBM ADMINISTRAÇÃO DE RECURSOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                       ","PARTICIPANTE                                                ","conglomerados",30207
2276653,"BBM","BBM ADMINISTRAÇÃO DE RECURSOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                       ","PARTICIPANTE                                                ","conglomerados",30207
2276653,"BBM","BBM ADMINISTRAÇÃO DE RECURSOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                       ","PARTICIPANTE                                                ","conglomerados",30207
2276653,"BBM","BBM ADMINISTRAÇÃO DE RECURSOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                       ","PARTICIPANTE                                                ","conglomerados",30207
15213150,"BBM","BBM CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A                                                                                                                                                       ","PARTICIPANTE                                                ","conglomerados",30207
15213150,"BBM","BBM CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A                                                                                                                                                       ","PARTICIPANTE                                                ","conglomerados",30207
15213150,"BBM","BBM CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A                                                                                                                                                       ","PARTICIPANTE                                                ","conglomerados",30207
15213150,"BBM","BBM CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A                                                                                                                                                       ","PARTICIPANTE                                                ","conglomerados",30207
14308514,"BBM","PARTICIPACOES INDUSTRIAIS DO NORDESTE S/A                                                                                                                                                               ","HOLDING NÃO IF                                              ","conglomerados",30207
14308514,"BBM","PARTICIPACOES INDUSTRIAIS DO NORDESTE S/A                                                                                                                                                               ","HOLDING NÃO IF                                              ","conglomerados",30207
14308514,"BBM","PARTICIPACOES INDUSTRIAIS DO NORDESTE S/A                                                                                                                                                               ","HOLDING NÃO IF                                              ","conglomerados",30207
14308514,"BBM","PARTICIPACOES INDUSTRIAIS DO NORDESTE S/A                                                                                                                                                               ","HOLDING NÃO IF                                              ","conglomerados",30207
34111187,"BES","BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO                                                                                                                                                 ","LIDER                                                       ","conglomerados",51482
34111187,"BES","BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO                                                                                                                                                 ","LIDER                                                       ","conglomerados",51482
34111187,"BES","BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO                                                                                                                                                 ","LIDER                                                       ","conglomerados",51482
34111187,"BES","BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO                                                                                                                                                 ","LIDER                                                       ","conglomerados",51482
33894445,"BES","BES SECURITIES DO BRASIL S.A. CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",51482
33894445,"BES","BES SECURITIES DO BRASIL S.A. CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",51482
33894445,"BES","BES SECURITIES DO BRASIL S.A. CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",51482
33894445,"BES","BES SECURITIES DO BRASIL S.A. CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",51482
11406965,"BES","ESPÍRITO SANTO SERVIÇOS FINANCEIROS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",51482
11406965,"BES","ESPÍRITO SANTO SERVIÇOS FINANCEIROS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",51482
